rt,response,trial_type,trial_index,time_elapsed,internal_node_id,correct,stimulus,question_order,accuracy,participant_id,ctime
10283,"{""P0_Q0"":null,""age"":""39"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""comments"":""""}",survey,12,118630,0.0-11.0,NA,NA,NA,[],821aed95-2c7e-4a1a-ac2f-e7ba589496cf,2024-08-08 14:44:54 CEST
24828,"{""Q0"":""Mary""}",survey-text,0,24847,0.0-0.0-0.0,TRUE,NA,NA,NA,382f0701-97bf-4f6a-bfab-21d0b701ef02,2024-08-08 14:45:15 CEST
1411,0,html-button-response,1,26260,0.0-0.0-3.0-0.0,NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,382f0701-97bf-4f6a-bfab-21d0b701ef02,2024-08-08 14:45:15 CEST
27210,0,html-button-response,2,53472,0.0-1.0,NA,"<style>.jsPsych-servey-multi-choice-button {border-radius: 50%;               background-color: white;               border: 0.1px solid #000000;               box-shadow: none;               width: 14px;               height: 14px;               margin-bottom: 5px;               margin-top: 2px;               margin-right: 9px;               color: darked;  }               </style>  <h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read nine statements by a speaker, as in the example below, where Candy makes a statement. You will then read three possible responses, here by Lenny.</p>  <p style='text-align:left'> <b>Candy</b>: <i>Jens thinks that it is going to rain tomorrow. </i> <br> <b>Lenny</b>: <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>1.<i> No, it is not going to rain tomorrow. </i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>2. <i> Yes, and it is not going to rain tomorrow.</i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>3.<i> Yes, but it is not going to rain tomorrow.</i></p>  <p style='text-align:left'>We ask you to choose the response that sounds best to you by selecting the button in front of the response.</p>  <p style='text-align:left'>This experiment will take around 2 minutes, and you will be paid 40 cents.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below, you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>",NA,NA,382f0701-97bf-4f6a-bfab-21d0b701ef02,2024-08-08 14:45:15 CEST
21307,"{""<b>Alice:</b> <em> Raul, who cheated on his wife, feels guilty.</em><br><br><b>Nora:</b>"":""<em>No, he didn't cheat on his wife.</em><br><br>Please choose the response by Nora that sounds best to you.""}",survey-multi-choice,3,74782,0.0-2.0,NA,NA,[0],NA,382f0701-97bf-4f6a-bfab-21d0b701ef02,2024-08-08 14:45:15 CEST
12374,"{""<b>Mary:</b><em> Arthur took a French course.</em><br><br><b>Lily:</b>"":""<em>No, he didn't take a French course.</em><br> <br> Please choose the response by Lily that sounds best to you.""}",survey-multi-choice,4,87160,0.0-3.0,NA,NA,[0],NA,382f0701-97bf-4f6a-bfab-21d0b701ef02,2024-08-08 14:45:15 CEST
10057,"{""<b>Steven:</b> <em> David discovered that Ann stole the money.</em><br><br><b>Noah:</b>"":""<em>No, she didn't steal the money.</em>""}",survey-multi-choice,5,97221,0.0-4.0,NA,NA,[0],NA,382f0701-97bf-4f6a-bfab-21d0b701ef02,2024-08-08 14:45:15 CEST
7774,"{""<b>Robert:</b><em> Betsy has a cat. </em><br><br><b>Maximilian:</b>"":""<em>Yes, and she loves it so much.</em><br> <br> Please choose the response by Maximilian that sounds best to you.""}",survey-multi-choice,6,104998,0.0-5.0,NA,NA,[0],NA,382f0701-97bf-4f6a-bfab-21d0b701ef02,2024-08-08 14:45:15 CEST
20130,"{""<b>Oliver:</b> <em> Patricia knows that Dustin lost his key.</em><br><br><b>Charlotte:</b>"":""<em>No, he didn't lose his key.</em>""}",survey-multi-choice,7,125132,0.0-6.0,NA,NA,[0],NA,382f0701-97bf-4f6a-bfab-21d0b701ef02,2024-08-08 14:45:15 CEST
14783,"{""<b>Leo:</b> <em> Linda is right that Danny ate the last cupcake.</em><br><br><b>William:</b>"":""<em>No, he didn't eat the last cupcake.</em>""}",survey-multi-choice,8,139919,0.0-7.0,NA,NA,[0],NA,382f0701-97bf-4f6a-bfab-21d0b701ef02,2024-08-08 14:45:15 CEST
20342,"{""<b>Isabel:</b> <em> Tony confirmed that Lucy broke the plate.</em><br><br><b>Dawn:</b>"":""<em>No, she didn't break the plate.</em><br><br>Please choose the response by Dawn that sounds best to you.""}",survey-multi-choice,9,160264,0.0-8.0,NA,NA,[0],NA,382f0701-97bf-4f6a-bfab-21d0b701ef02,2024-08-08 14:45:15 CEST
9429,"{""<b>Bob:</b> <em> The police found Jack, who saw the murder.</em><br><br><b>Ken:</b>"":""<em>No, he didn't see the murder.</em><br><br>Please choose the response by Ken that sounds best to you.""}",survey-multi-choice,10,169696,0.0-9.0,NA,NA,[0],NA,382f0701-97bf-4f6a-bfab-21d0b701ef02,2024-08-08 14:45:15 CEST
12407,"{""<b>Nina:</b> <em> Mia confessed that Greg bought a new car.</em><br><br><b>Vincent:</b>"":""<em>No, he didn't buy a new car.</em>""}",survey-multi-choice,11,182106,0.0-10.0,NA,NA,[0],NA,382f0701-97bf-4f6a-bfab-21d0b701ef02,2024-08-08 14:45:15 CEST
23366,"{""P0_Q0"":null,""age"":""52"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""comments"":""""}",survey,12,205536,0.0-11.0,NA,NA,NA,[],382f0701-97bf-4f6a-bfab-21d0b701ef02,2024-08-08 14:45:15 CEST
15302,"{""Q0"":""Patricia""}",survey-text,0,15317,0.0-0.0-0.0,TRUE,NA,NA,NA,97667d4a-737c-4fa0-b813-04778af81e06,2024-08-08 14:45:32 CEST
3925,0,html-button-response,1,19245,0.0-0.0-3.0-0.0,NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,97667d4a-737c-4fa0-b813-04778af81e06,2024-08-08 14:45:32 CEST
38457,0,html-button-response,2,57704,0.0-1.0,NA,"<style>.jsPsych-servey-multi-choice-button {border-radius: 50%;               background-color: white;               border: 0.1px solid #000000;               box-shadow: none;               width: 14px;               height: 14px;               margin-bottom: 5px;               margin-top: 2px;               margin-right: 9px;               color: darked;  }               </style>  <h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read nine statements by a speaker, as in the example below, where Candy makes a statement. You will then read three possible responses, here by Lenny.</p>  <p style='text-align:left'> <b>Candy</b>: <i>Jens thinks that it is going to rain tomorrow. </i> <br> <b>Lenny</b>: <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>1.<i> No, it is not going to rain tomorrow. </i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>2. <i> Yes, and it is not going to rain tomorrow.</i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>3.<i> Yes, but it is not going to rain tomorrow.</i></p>  <p style='text-align:left'>We ask you to choose the response that sounds best to you by selecting the button in front of the response.</p>  <p style='text-align:left'>This experiment will take around 2 minutes, and you will be paid 40 cents.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below, you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>",NA,NA,97667d4a-737c-4fa0-b813-04778af81e06,2024-08-08 14:45:32 CEST
27537,"{""<b>Steven:</b> <em> Mia discovered that Greg bought a new car.</em><br><br><b>William:</b>"":""<em>Yes, but he didn't buy a new car.</em><br><br>Please choose the response by William that sounds best to you.""}",survey-multi-choice,3,85246,0.0-2.0,NA,NA,[0],NA,97667d4a-737c-4fa0-b813-04778af81e06,2024-08-08 14:45:32 CEST
13369,"{""<b>Dawn:</b> <em> Emma confessed that Raul cheated on his wife.</em><br><br><b>Charlie:</b>"":""<em>Yes, but he didn't cheat on his wife.</em>""}",survey-multi-choice,4,98622,0.0-3.0,NA,NA,[0],NA,97667d4a-737c-4fa0-b813-04778af81e06,2024-08-08 14:45:32 CEST
11231,"{""<b>Grace:</b> <em> Danny, who ate the last cupcake, has a sweet tooth.</em><br><br><b>Leo:</b>"":""<em>Yes, but he didn't eat the last cupcake.</em>""}",survey-multi-choice,5,109858,0.0-4.0,NA,NA,[0],NA,97667d4a-737c-4fa0-b813-04778af81e06,2024-08-08 14:45:32 CEST
9644,"{""<b>Frank:</b> <em> Sophia confirmed that Jack saw the murder.</em><br><br><b>Nora:</b>"":""<em>Yes, but he didn't see the murder.</em><br><br>Please choose the response by Nora that sounds best to you.""}",survey-multi-choice,6,119508,0.0-5.0,NA,NA,[0],NA,97667d4a-737c-4fa0-b813-04778af81e06,2024-08-08 14:45:32 CEST
8827,"{""<b>Nina:</b> <em> Tony knows that Lucy broke the plate.</em><br><br><b>Vincent:</b>"":""<em>Yes, but she didn't break the plate.</em>""}",survey-multi-choice,7,128339,0.0-6.0,NA,NA,[0],NA,97667d4a-737c-4fa0-b813-04778af81e06,2024-08-08 14:45:32 CEST
10974,"{""<b>Robert:</b><em> Betsy has a cat. </em><br><br><b>Maximilian:</b>"":""<em>Yes, and she loves it so much.</em><br> <br> Please choose the response by Maximilian that sounds best to you.""}",survey-multi-choice,8,139316,0.0-7.0,NA,NA,[0],NA,97667d4a-737c-4fa0-b813-04778af81e06,2024-08-08 14:45:32 CEST
10533,"{""<b>Mary:</b><em> Arthur took a French course.</em><br><br><b>Lily:</b>"":""<em>No, he didn't take a French course.</em><br> <br> Please choose the response by Lily that sounds best to you.""}",survey-multi-choice,9,149854,0.0-8.0,NA,NA,[0],NA,97667d4a-737c-4fa0-b813-04778af81e06,2024-08-08 14:45:32 CEST
8141,"{""<b>Oliver:</b> <em> The manager reported Ann, who stole the money.</em><br><br><b>Ken:</b>"":""<em>Yes, but she didn't steal the money.</em><br><br>Please choose the response by Ken that sounds best to you.""}",survey-multi-choice,10,157999,0.0-9.0,NA,NA,[0],NA,97667d4a-737c-4fa0-b813-04778af81e06,2024-08-08 14:45:32 CEST
14557,"{""<b>Bob:</b> <em> Patricia is right that Dustin lost his key.</em><br><br><b>Clare:</b>"":""<em>No, he didn't lose his key.</em>""}",survey-multi-choice,11,172560,0.0-10.0,NA,NA,[0],NA,97667d4a-737c-4fa0-b813-04778af81e06,2024-08-08 14:45:32 CEST
17490,"{""P0_Q0"":null,""age"":""48"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""comments"":""""}",survey,12,190172,0.0-11.0,NA,NA,NA,[],97667d4a-737c-4fa0-b813-04778af81e06,2024-08-08 14:45:32 CEST
21998,"{""Q0"":""Jessica""}",survey-text,0,22010,0.0-0.0-0.0,TRUE,NA,NA,NA,43321164-e376-4d5f-8305-28899a81c6b5,2024-08-08 14:45:34 CEST
1947,0,html-button-response,1,23959,0.0-0.0-3.0-0.0,NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,43321164-e376-4d5f-8305-28899a81c6b5,2024-08-08 14:45:34 CEST
50416,0,html-button-response,2,74378,0.0-1.0,NA,"<style>.jsPsych-servey-multi-choice-button {border-radius: 50%;               background-color: white;               border: 0.1px solid #000000;               box-shadow: none;               width: 14px;               height: 14px;               margin-bottom: 5px;               margin-top: 2px;               margin-right: 9px;               color: darked;  }               </style>  <h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read nine statements by a speaker, as in the example below, where Candy makes a statement. You will then read three possible responses, here by Lenny.</p>  <p style='text-align:left'> <b>Candy</b>: <i>Jens thinks that it is going to rain tomorrow. </i> <br> <b>Lenny</b>: <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>1.<i> No, it is not going to rain tomorrow. </i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>2. <i> Yes, and it is not going to rain tomorrow.</i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>3.<i> Yes, but it is not going to rain tomorrow.</i></p>  <p style='text-align:left'>We ask you to choose the response that sounds best to you by selecting the button in front of the response.</p>  <p style='text-align:left'>This experiment will take around 2 minutes, and you will be paid 40 cents.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below, you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>",NA,NA,43321164-e376-4d5f-8305-28899a81c6b5,2024-08-08 14:45:34 CEST
18342,"{""<b>William:</b> <em> Emma knows that Raul cheated on his wife.</em><br><br><b>Frank:</b>"":""<em>No, he didn't cheat on his wife.</em>""}",survey-multi-choice,3,92728,0.0-2.0,NA,NA,[0],NA,43321164-e376-4d5f-8305-28899a81c6b5,2024-08-08 14:45:34 CEST
16859,"{""<b>Oliver:</b> <em> Lucy forgave Danny, who ate the last cupcake.</em><br><br><b>Grace:</b>"":""<em>Yes, but he didn't eat the last cupcake.</em>""}",survey-multi-choice,4,109594,0.0-3.0,NA,NA,[0],NA,43321164-e376-4d5f-8305-28899a81c6b5,2024-08-08 14:45:34 CEST
6196,"{""<b>Charlotte:</b> <em> Tony discovered that Lucy broke the plate.</em><br><br><b>Bob:</b>"":""<em>No, she didn't break the plate.</em><br><br>Please choose the response by Bob that sounds best to you.""}",survey-multi-choice,5,115796,0.0-4.0,NA,NA,[0],NA,43321164-e376-4d5f-8305-28899a81c6b5,2024-08-08 14:45:34 CEST
25477,"{""<b>Mary:</b><em> Arthur took a French course.</em><br><br><b>Lily:</b>"":""<em>No, he didn't take a French course.</em><br> <br> Please choose the response by Lily that sounds best to you.""}",survey-multi-choice,6,141278,0.0-5.0,NA,NA,[0],NA,43321164-e376-4d5f-8305-28899a81c6b5,2024-08-08 14:45:34 CEST
11360,"{""<b>Robert:</b><em> Betsy has a cat. </em><br><br><b>Maximilian:</b>"":""<em>Yes, and she loves it so much.</em><br> <br> Please choose the response by Maximilian that sounds best to you.""}",survey-multi-choice,7,152645,0.0-6.0,NA,NA,[0],NA,43321164-e376-4d5f-8305-28899a81c6b5,2024-08-08 14:45:34 CEST
9745,"{""<b>Leo:</b> <em> Sophia confirmed that Jack saw the murder.</em><br><br><b>Nina:</b>"":""<em>No, he didn't see the murder.</em>""}",survey-multi-choice,8,162395,0.0-7.0,NA,NA,[0],NA,43321164-e376-4d5f-8305-28899a81c6b5,2024-08-08 14:45:34 CEST
6379,"{""<b>Nora:</b> <em> Mia confessed that Greg bought a new car.</em><br><br><b>Vincent:</b>"":""<em>No, he didn't buy a new car.</em>""}",survey-multi-choice,9,168778,0.0-8.0,NA,NA,[0],NA,43321164-e376-4d5f-8305-28899a81c6b5,2024-08-08 14:45:34 CEST
8880,"{""<b>Charlie:</b> <em> Dustin, who lost his key, feels upset.</em><br><br><b>Ken:</b>"":""<em>No, he didn't lose his key.</em><br><br>Please choose the response by Ken that sounds best to you.""}",survey-multi-choice,10,177663,0.0-9.0,NA,NA,[0],NA,43321164-e376-4d5f-8305-28899a81c6b5,2024-08-08 14:45:34 CEST
4910,"{""<b>Isabel:</b> <em> David is right that Ann stole the money.</em><br><br><b>Clare:</b>"":""<em>No, she didn't steal the money.</em>""}",survey-multi-choice,11,182578,0.0-10.0,NA,NA,[0],NA,43321164-e376-4d5f-8305-28899a81c6b5,2024-08-08 14:45:34 CEST
26780,"{""P0_Q0"":null,""age"":""45"",""gender"":""female"",""language"":""no"",""amE"":""yes"",""comments"":""""}",survey,12,209413,0.0-11.0,NA,NA,NA,[],43321164-e376-4d5f-8305-28899a81c6b5,2024-08-08 14:45:34 CEST
13069,"{""Q0"":""Sarah""}",survey-text,0,13085,0.0-0.0-0.0,TRUE,NA,NA,NA,e2b336e0-f50e-441c-b622-9c59ecf7bffb,2024-08-08 14:45:45 CEST
2116,0,html-button-response,1,15202,0.0-0.0-3.0-0.0,NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,e2b336e0-f50e-441c-b622-9c59ecf7bffb,2024-08-08 14:45:45 CEST
24951,0,html-button-response,2,40154,0.0-1.0,NA,"<style>.jsPsych-servey-multi-choice-button {border-radius: 50%;               background-color: white;               border: 0.1px solid #000000;               box-shadow: none;               width: 14px;               height: 14px;               margin-bottom: 5px;               margin-top: 2px;               margin-right: 9px;               color: darked;  }               </style>  <h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read nine statements by a speaker, as in the example below, where Candy makes a statement. You will then read three possible responses, here by Lenny.</p>  <p style='text-align:left'> <b>Candy</b>: <i>Jens thinks that it is going to rain tomorrow. </i> <br> <b>Lenny</b>: <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>1.<i> No, it is not going to rain tomorrow. </i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>2. <i> Yes, and it is not going to rain tomorrow.</i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>3.<i> Yes, but it is not going to rain tomorrow.</i></p>  <p style='text-align:left'>We ask you to choose the response that sounds best to you by selecting the button in front of the response.</p>  <p style='text-align:left'>This experiment will take around 2 minutes, and you will be paid 40 cents.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below, you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>",NA,NA,e2b336e0-f50e-441c-b622-9c59ecf7bffb,2024-08-08 14:45:45 CEST
33731,"{""<b>Dawn:</b> <em> Tony confirmed that Lucy broke the plate.</em><br><br><b>Leo:</b>"":""<em>No, she didn't break the plate.</em><br><br>Please choose the response by Leo that sounds best to you.""}",survey-multi-choice,3,73888,0.0-2.0,NA,NA,[0],NA,e2b336e0-f50e-441c-b622-9c59ecf7bffb,2024-08-08 14:45:45 CEST
10248,"{""<b>Nora:</b> <em> Linda knows that Danny ate the last cupcake.</em><br><br><b>Nina:</b>"":""<em>No, he didn't eat the last cupcake.</em>""}",survey-multi-choice,4,84140,0.0-3.0,NA,NA,[0],NA,e2b336e0-f50e-441c-b622-9c59ecf7bffb,2024-08-08 14:45:45 CEST
7245,"{""<b>Vincent:</b> <em> David is right that Ann stole the money.</em><br><br><b>Noah:</b>"":""<em>No, she didn't steal the money.</em>""}",survey-multi-choice,5,91388,0.0-4.0,NA,NA,[0],NA,e2b336e0-f50e-441c-b622-9c59ecf7bffb,2024-08-08 14:45:45 CEST
8623,"{""<b>Oliver:</b> <em> Dustin, who lost his key, feels upset.</em><br><br><b>Grace:</b>"":""<em>No, he didn't lose his key.</em>""}",survey-multi-choice,6,100014,0.0-5.0,NA,NA,[0],NA,e2b336e0-f50e-441c-b622-9c59ecf7bffb,2024-08-08 14:45:45 CEST
9685,"{""<b>Mary:</b><em> Arthur took a French course.</em><br><br><b>Lily:</b>"":""<em>No, he didn't take a French course.</em><br> <br> Please choose the response by Lily that sounds best to you.""}",survey-multi-choice,7,109702,0.0-6.0,NA,NA,[0],NA,e2b336e0-f50e-441c-b622-9c59ecf7bffb,2024-08-08 14:45:45 CEST
6951,"{""<b>Robert:</b><em> Betsy has a cat. </em><br><br><b>Maximilian:</b>"":""<em>Yes, and she loves it so much.</em><br> <br> Please choose the response by Maximilian that sounds best to you.""}",survey-multi-choice,8,116656,0.0-7.0,NA,NA,[0],NA,e2b336e0-f50e-441c-b622-9c59ecf7bffb,2024-08-08 14:45:45 CEST
14247,"{""<b>Charlie:</b> <em> Sophia discovered that Jack saw the murder.</em><br><br><b>Bob:</b>"":""<em>No, he didn't see the murder.</em>""}",survey-multi-choice,9,130906,0.0-8.0,NA,NA,[0],NA,e2b336e0-f50e-441c-b622-9c59ecf7bffb,2024-08-08 14:45:45 CEST
5321,"{""<b>Clare:</b> <em> Ann criticized Raul, who cheated on his wife.</em><br><br><b>Frank:</b>"":""<em>No, he didn't cheat on his wife.</em><br><br>Please choose the response by Frank that sounds best to you.""}",survey-multi-choice,10,136230,0.0-9.0,NA,NA,[0],NA,e2b336e0-f50e-441c-b622-9c59ecf7bffb,2024-08-08 14:45:45 CEST
9025,"{""<b>Steven:</b> <em> Mia confessed that Greg bought a new car.</em><br><br><b>Isabel:</b>"":""<em>No, he didn't buy a new car.</em>""}",survey-multi-choice,11,145258,0.0-10.0,NA,NA,[0],NA,e2b336e0-f50e-441c-b622-9c59ecf7bffb,2024-08-08 14:45:45 CEST
42498,"{""P0_Q0"":null,""age"":""50"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""comments"":""Love this type of survey. Thanks!""}",survey,12,187793,0.0-11.0,NA,NA,NA,[],e2b336e0-f50e-441c-b622-9c59ecf7bffb,2024-08-08 14:45:45 CEST
19377,"{""Q0"":""Mary""}",survey-text,0,19391,0.0-0.0-0.0,TRUE,NA,NA,NA,3eecda79-9510-416d-bca5-58e1c361b20f,2024-08-08 14:46:05 CEST
2116,0,html-button-response,1,21511,0.0-0.0-3.0-0.0,NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,3eecda79-9510-416d-bca5-58e1c361b20f,2024-08-08 14:46:05 CEST
32323,0,html-button-response,2,53838,0.0-1.0,NA,"<style>.jsPsych-servey-multi-choice-button {border-radius: 50%;               background-color: white;               border: 0.1px solid #000000;               box-shadow: none;               width: 14px;               height: 14px;               margin-bottom: 5px;               margin-top: 2px;               margin-right: 9px;               color: darked;  }               </style>  <h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read nine statements by a speaker, as in the example below, where Candy makes a statement. You will then read three possible responses, here by Lenny.</p>  <p style='text-align:left'> <b>Candy</b>: <i>Jens thinks that it is going to rain tomorrow. </i> <br> <b>Lenny</b>: <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>1.<i> No, it is not going to rain tomorrow. </i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>2. <i> Yes, and it is not going to rain tomorrow.</i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>3.<i> Yes, but it is not going to rain tomorrow.</i></p>  <p style='text-align:left'>We ask you to choose the response that sounds best to you by selecting the button in front of the response.</p>  <p style='text-align:left'>This experiment will take around 2 minutes, and you will be paid 40 cents.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below, you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>",NA,NA,3eecda79-9510-416d-bca5-58e1c361b20f,2024-08-08 14:46:05 CEST
13526,"{""<b>Clare:</b> <em> Emma confessed that Raul cheated on his wife.</em><br><br><b>Ken:</b>"":""<em>No, he didn't cheat on his wife.</em><br><br>Please choose the response by Ken that sounds best to you.""}",survey-multi-choice,3,67370,0.0-2.0,NA,NA,[0],NA,3eecda79-9510-416d-bca5-58e1c361b20f,2024-08-08 14:46:05 CEST
8245,"{""<b>Nora:</b> <em> David discovered that Ann stole the money.</em><br><br><b>Oliver:</b>"":""<em>No, she didn't steal the money.</em>""}",survey-multi-choice,4,75623,0.0-3.0,NA,NA,[0],NA,3eecda79-9510-416d-bca5-58e1c361b20f,2024-08-08 14:46:05 CEST
8774,"{""<b>Charlotte:</b> <em> Mia is right that Greg bought a new car.</em><br><br><b>Noah:</b>"":""<em>No, he didn't buy a new car.</em>""}",survey-multi-choice,5,84404,0.0-4.0,NA,NA,[0],NA,3eecda79-9510-416d-bca5-58e1c361b20f,2024-08-08 14:46:05 CEST
6091,"{""<b>Grace:</b> <em> Sophia knows that Jack saw the murder.</em><br><br><b>Dawn:</b>"":""<em>No, he didn't see the murder.</em>""}",survey-multi-choice,6,90502,0.0-5.0,NA,NA,[0],NA,3eecda79-9510-416d-bca5-58e1c361b20f,2024-08-08 14:46:05 CEST
6958,"{""<b>Isabel:</b> <em> The boss scolded Dustin, who lost his key.</em><br><br><b>Leo:</b>"":""<em>No, he didn't lose his key.</em>""}",survey-multi-choice,7,97466,0.0-6.0,NA,NA,[0],NA,3eecda79-9510-416d-bca5-58e1c361b20f,2024-08-08 14:46:05 CEST
4568,"{""<b>Mary:</b><em> Arthur took a French course.</em><br><br><b>Lily:</b>"":""<em>No, he didn't take a French course.</em><br> <br> Please choose the response by Lily that sounds best to you.""}",survey-multi-choice,8,102041,0.0-7.0,NA,NA,[0],NA,3eecda79-9510-416d-bca5-58e1c361b20f,2024-08-08 14:46:05 CEST
6490,"{""<b>Chloe:</b> <em> Tony confirmed that Lucy broke the plate.</em><br><br><b>William:</b>"":""<em>No, she didn't break the plate.</em>""}",survey-multi-choice,9,108538,0.0-8.0,NA,NA,[0],NA,3eecda79-9510-416d-bca5-58e1c361b20f,2024-08-08 14:46:05 CEST
12785,"{""<b>Vincent:</b> <em> Danny, who ate the last cupcake, has a sweet tooth.</em><br><br><b>Frank:</b>"":""<em>No, he didn't eat the last cupcake.</em>""}",survey-multi-choice,10,121330,0.0-9.0,NA,NA,[0],NA,3eecda79-9510-416d-bca5-58e1c361b20f,2024-08-08 14:46:05 CEST
10914,"{""<b>Robert:</b><em> Betsy has a cat. </em><br><br><b>Maximilian:</b>"":""<em>Yes, and she loves it so much.</em><br> <br> Please choose the response by Maximilian that sounds best to you.""}",survey-multi-choice,11,132250,0.0-10.0,NA,NA,[0],NA,3eecda79-9510-416d-bca5-58e1c361b20f,2024-08-08 14:46:05 CEST
21335,"{""P0_Q0"":null,""age"":""41"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""comments"":""""}",survey,12,153685,0.0-11.0,NA,NA,NA,[],3eecda79-9510-416d-bca5-58e1c361b20f,2024-08-08 14:46:05 CEST
11412,"{""Q0"":""Jennifer""}",survey-text,0,11433,0.0-0.0-0.0,TRUE,NA,NA,NA,d5866d4d-16c1-4299-a7e1-75cc6cc9bf57,2024-08-08 14:46:12 CEST
2746,0,html-button-response,1,14190,0.0-0.0-3.0-0.0,NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,d5866d4d-16c1-4299-a7e1-75cc6cc9bf57,2024-08-08 14:46:12 CEST
32664,0,html-button-response,2,46856,0.0-1.0,NA,"<style>.jsPsych-servey-multi-choice-button {border-radius: 50%;               background-color: white;               border: 0.1px solid #000000;               box-shadow: none;               width: 14px;               height: 14px;               margin-bottom: 5px;               margin-top: 2px;               margin-right: 9px;               color: darked;  }               </style>  <h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read nine statements by a speaker, as in the example below, where Candy makes a statement. You will then read three possible responses, here by Lenny.</p>  <p style='text-align:left'> <b>Candy</b>: <i>Jens thinks that it is going to rain tomorrow. </i> <br> <b>Lenny</b>: <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>1.<i> No, it is not going to rain tomorrow. </i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>2. <i> Yes, and it is not going to rain tomorrow.</i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>3.<i> Yes, but it is not going to rain tomorrow.</i></p>  <p style='text-align:left'>We ask you to choose the response that sounds best to you by selecting the button in front of the response.</p>  <p style='text-align:left'>This experiment will take around 2 minutes, and you will be paid 40 cents.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below, you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>",NA,NA,d5866d4d-16c1-4299-a7e1-75cc6cc9bf57,2024-08-08 14:46:12 CEST
13624,"{""<b>Noah:</b> <em> The neighbor envies Greg, who bought a new car.</em><br><br><b>Chloe:</b>"":""<em>Yes, but he didn't buy a new car.</em>""}",survey-multi-choice,3,60491,0.0-2.0,NA,NA,[0],NA,d5866d4d-16c1-4299-a7e1-75cc6cc9bf57,2024-08-08 14:46:12 CEST
