question_type,workerid,slide_number_in_experiment,trigger_class,block,short_trigger,trigger,content,response,rt,Answer.time_in_minutes
ai,206,7,C,block1,say,say,danny,0,10949,14.091
ai,206,8,MC,block1,MC,MC,ballet,1,14316,14.091
ai,206,9,C,block1,confirm,confirm,charley,0,16459,14.091
ai,206,10,C,block1,inform,inform,frank,0,11987,14.091
ai,206,11,C,block1,think,think,zoe,0,10132,14.091
ai,206,12,C,block1,confess,confess,emma,0,17023,14.091
ai,206,13,C,block1,see,see,josie,0,16466,14.091
ai,206,14,MC,block1,MC,MC,hat,1,8818,14.091
ai,206,15,MC,block1,MC,MC,garage,1,8924,14.091
ai,206,16,C,block1,demonstrate,demonstrate,jon,0,8026,14.091
ai,206,17,C,block1,be_right,be_right,mary,0.7,33502,14.091
ai,206,18,C,block1,hear,hear,mia,0,14137,14.091
ai,206,19,C,block1,pretend,pretend,tony,0,13536,14.091
ai,206,20,MC,block1,MC,MC,muffins,1,9491,14.091
ai,206,21,C,block1,prove,prove,jackson,0.08,17764,14.091
ai,206,22,C,block1,acknowledge,acknowledge,grace,0,41943,14.091
ai,206,23,C,block1,be_annoyed,be_annoyed,sophia,0,10224,14.091
ai,206,24,C,block1,admit,admit,josh,0,17178,14.091
ai,206,25,C,block1,suggest,suggest,olivia,0,15344,14.091
ai,206,26,MC,block1,MC,MC,kids,1,10332,14.091
ai,206,27,C,block1,announce,announce,jayden,0,16479,14.091
ai,206,28,MC,block1,MC,MC,pizza,1,5911,14.091
ai,206,29,C,block1,discover,discover,owen,0,12896,14.091
ai,206,30,C,block1,reveal,reveal,isabella,0,11987,14.091
projective,206,32,C,block2,reveal,reveal,isabella,1,12765,14.091
projective,206,33,C,block2,be_annoyed,be_annoyed,sophia,1,6051,14.091
projective,206,34,C,block2,prove,prove,jackson,0.61,16147,14.091
projective,206,35,MC,block2,MC,MC,pizza,0,9396,14.091
projective,206,36,MC,block2,MC,MC,muffins,0,5957,14.091
projective,206,37,C,block2,pretend,pretend,tony,0.88,12684,14.091
projective,206,38,C,block2,know,know,julian,1,8320,14.091
projective,206,39,C,block2,acknowledge,acknowledge,grace,1,19030,14.091
projective,206,40,C,block2,establish,establish,emily,0.49,19856,14.091
projective,206,41,MC,block2,MC,MC,hat,0,5447,14.091
projective,206,42,C,block2,say,say,danny,0.5,11736,14.091
projective,206,43,C,block2,demonstrate,demonstrate,jon,1,22183,14.091
projective,206,44,MC,block2,MC,MC,ballet,0,5814,14.091
projective,206,45,C,block2,be_right,be_right,mary,0.08,15660,14.091
projective,206,46,C,block2,discover,discover,owen,1,11641,14.091
projective,206,47,C,block2,admit,admit,josh,0.95,9195,14.091
projective,206,48,MC,block2,MC,MC,garage,0,5497,14.091
projective,206,49,C,block2,announce,announce,jayden,0.29,11014,14.091
projective,206,50,C,block2,suggest,suggest,olivia,0.3,11831,14.091
projective,206,51,C,block2,inform,inform,frank,1,15541,14.091
projective,206,52,C,block2,hear,hear,mia,0.5,17549,14.091
projective,206,53,MC,block2,MC,MC,kids,0,10045,14.091
projective,206,54,C,block2,confess,confess,emma,0.87,15517,14.091
projective,206,55,C,block2,think,think,zoe,0.48,16333,14.091
projective,206,56,C,block2,see,see,josie,0.93,13541,14.091
projective,206,57,C,block2,confirm,confirm,charley,0.79,12823,14.091
projective,207,5,C,block1,admit,admit,isabella,0.74,22753,12.170283333333334
projective,207,6,C,block1,pretend,pretend,owen,0.22,13812,12.170283333333334
projective,207,7,C,block1,confess,confess,josh,0.83,11221,12.170283333333334
projective,207,8,MC,block1,MC,MC,kids,0.68,8407,12.170283333333334
projective,207,9,C,block1,announce,announce,grace,0.79,7806,12.170283333333334
projective,207,10,C,block1,hear,hear,danny,0.4,28815,12.170283333333334
projective,207,11,C,block1,reveal,reveal,mary,0.77,6888,12.170283333333334
projective,207,12,C,block1,prove,prove,frank,0.91,9566,12.170283333333334
projective,207,13,C,block1,demonstrate,demonstrate,charley,0.97,9076,12.170283333333334
projective,207,14,C,block1,suggest,suggest,josie,0.16,9200,12.170283333333334
projective,207,15,MC,block1,MC,MC,garage,0.69,11012,12.170283333333334
projective,207,16,C,block1,confirm,confirm,emma,0.79,8286,12.170283333333334
projective,207,17,C,block1,be_annoyed,be_annoyed,jackson,0.99,6542,12.170283333333334
projective,207,18,MC,block1,MC,MC,hat,0.55,21347,12.170283333333334
projective,207,19,C,block1,acknowledge,acknowledge,emily,1,5406,12.170283333333334
projective,207,20,C,block1,say,say,zoe,0.36,11197,12.170283333333334
projective,207,21,MC,block1,MC,MC,ballet,0,8405,12.170283333333334
projective,207,22,C,block1,discover,discover,mia,0.99,9877,12.170283333333334
projective,207,23,C,block1,inform,inform,sophia,1,14420,12.170283333333334
projective,207,24,C,block1,be_right,be_right,julian,0.45,6655,12.170283333333334
projective,207,25,C,block1,know,know,jayden,1,4942,12.170283333333334
projective,207,26,MC,block1,MC,MC,muffins,0,5878,12.170283333333334
projective,207,27,MC,block1,MC,MC,pizza,0,8316,12.170283333333334
projective,207,28,C,block1,establish,establish,tony,0.95,7780,12.170283333333334
projective,207,29,C,block1,think,think,jon,0.3,9188,12.170283333333334
projective,207,30,C,block1,see,see,olivia,0.98,6054,12.170283333333334
ai,207,32,C,block2,be_annoyed,be_annoyed,jackson,0,16299,12.170283333333334
ai,207,33,C,block2,discover,discover,mia,0,9332,12.170283333333334
ai,207,34,C,block2,confess,confess,josh,0,67808,12.170283333333334
ai,207,35,C,block2,see,see,olivia,0,4843,12.170283333333334
ai,207,36,C,block2,suggest,suggest,josie,0.98,7174,12.170283333333334
ai,207,37,MC,block2,MC,MC,hat,1,7123,12.170283333333334
ai,207,38,C,block2,think,think,jon,0,7071,12.170283333333334
ai,207,39,MC,block2,MC,MC,pizza,1,4341,12.170283333333334
ai,207,40,C,block2,be_right,be_right,julian,1,11154,12.170283333333334
ai,207,41,C,block2,pretend,pretend,owen,0.5,40483,12.170283333333334
ai,207,42,C,block2,establish,establish,tony,0,4910,12.170283333333334
ai,207,43,MC,block2,MC,MC,muffins,1,5966,12.170283333333334
ai,207,44,C,block2,admit,admit,isabella,0,6908,12.170283333333334
ai,207,45,MC,block2,MC,MC,kids,1,7420,12.170283333333334
ai,207,46,MC,block2,MC,MC,garage,1,6117,12.170283333333334
ai,207,47,C,block2,hear,hear,danny,0,6870,12.170283333333334
ai,207,48,C,block2,reveal,reveal,mary,0.14,7356,12.170283333333334
ai,207,49,C,block2,say,say,zoe,0.63,13578,12.170283333333334
ai,207,50,C,block2,acknowledge,acknowledge,emily,0,16095,12.170283333333334
ai,207,51,C,block2,inform,inform,sophia,0,7446,12.170283333333334
ai,207,52,C,block2,demonstrate,demonstrate,charley,0,14792,12.170283333333334
ai,207,53,C,block2,announce,announce,grace,0,6723,12.170283333333334
ai,207,54,MC,block2,MC,MC,ballet,1,3439,12.170283333333334
ai,207,55,C,block2,confirm,confirm,emma,0.64,13590,12.170283333333334
ai,207,56,C,block2,prove,prove,frank,0.23,7692,12.170283333333334
ai,207,57,C,block2,know,know,jayden,0,11827,12.170283333333334
ai,208,5,C,block1,admit,admit,sophia,0.98,73114,16.53783333333333
ai,208,6,C,block1,be_annoyed,be_annoyed,olivia,0.98,42530,16.53783333333333
ai,208,7,MC,block1,MC,MC,garage,0.98,12085,16.53783333333333
ai,208,8,C,block1,announce,announce,jon,0.01,41936,16.53783333333333
ai,208,9,MC,block1,MC,MC,kids,0.99,13313,16.53783333333333
ai,208,10,C,block1,inform,inform,zoe,0.01,39786,16.53783333333333
ai,208,11,C,block1,pretend,pretend,isabella,0.02,28169,16.53783333333333
ai,208,12,C,block1,suggest,suggest,frank,0,13737,16.53783333333333
ai,208,13,C,block1,prove,prove,jackson,0.98,8625,16.53783333333333
ai,208,14,MC,block1,MC,MC,ballet,0.99,119509,16.53783333333333
ai,208,15,C,block1,demonstrate,demonstrate,mary,0.98,9088,16.53783333333333
ai,208,16,C,block1,think,think,josie,0.02,13022,16.53783333333333
ai,208,17,C,block1,say,say,mia,0.98,12116,16.53783333333333
ai,208,18,C,block1,reveal,reveal,grace,1,11217,16.53783333333333
ai,208,19,MC,block1,MC,MC,muffins,0.97,16703,16.53783333333333
ai,208,20,MC,block1,MC,MC,hat,0.98,8710,16.53783333333333
ai,208,21,MC,block1,MC,MC,pizza,0.99,21536,16.53783333333333
ai,208,22,C,block1,see,see,emily,0.01,28149,16.53783333333333
ai,208,23,C,block1,confirm,confirm,owen,0.01,24446,16.53783333333333
ai,208,24,C,block1,discover,discover,tony,0.01,12163,16.53783333333333
ai,208,25,C,block1,establish,establish,jayden,0.98,7041,16.53783333333333
ai,208,26,C,block1,confess,confess,charley,0.02,8773,16.53783333333333
ai,208,27,C,block1,hear,hear,danny,0,35805,16.53783333333333
ai,208,28,C,block1,be_right,be_right,emma,0.97,10457,16.53783333333333
ai,208,29,C,block1,know,know,julian,1,24736,16.53783333333333
ai,208,30,C,block1,acknowledge,acknowledge,josh,0.02,27214,16.53783333333333
projective,208,32,C,block2,discover,discover,tony,0.98,9689,16.53783333333333
projective,208,33,MC,block2,MC,MC,ballet,0.01,23845,16.53783333333333
projective,208,34,C,block2,demonstrate,demonstrate,mary,0.99,22288,16.53783333333333
projective,208,35,MC,block2,MC,MC,hat,0,28953,16.53783333333333
projective,208,36,C,block2,reveal,reveal,grace,0.01,6544,16.53783333333333
projective,208,37,C,block2,see,see,emily,0.03,5855,16.53783333333333
projective,208,38,C,block2,prove,prove,jackson,0.97,4249,16.53783333333333
projective,208,39,C,block2,confirm,confirm,owen,1,3061,16.53783333333333
projective,208,40,C,block2,acknowledge,acknowledge,josh,1,4258,16.53783333333333
projective,208,41,C,block2,establish,establish,jayden,0.98,3455,16.53783333333333
projective,208,42,C,block2,hear,hear,danny,0,24343,16.53783333333333
projective,208,43,C,block2,think,think,josie,0.98,3755,16.53783333333333
projective,208,44,C,block2,be_right,be_right,emma,0.98,3695,16.53783333333333
projective,208,45,C,block2,announce,announce,jon,0.99,17650,16.53783333333333
projective,208,46,C,block2,suggest,suggest,frank,0.97,2888,16.53783333333333
projective,208,47,C,block2,pretend,pretend,isabella,0.98,17802,16.53783333333333
projective,208,48,MC,block2,MC,MC,muffins,0.99,2417,16.53783333333333
projective,208,49,MC,block2,MC,MC,kids,0.99,3535,16.53783333333333
projective,208,50,C,block2,know,know,julian,0.97,5507,16.53783333333333
projective,208,51,C,block2,be_annoyed,be_annoyed,olivia,0.01,6407,16.53783333333333
projective,208,52,MC,block2,MC,MC,garage,0.99,2743,16.53783333333333
projective,208,53,C,block2,say,say,mia,0.01,2949,16.53783333333333
projective,208,54,C,block2,inform,inform,zoe,0.95,1806,16.53783333333333
projective,208,55,MC,block2,MC,MC,pizza,0.98,1715,16.53783333333333
projective,208,56,C,block2,confess,confess,charley,0.97,3212,16.53783333333333
projective,208,57,C,block2,admit,admit,sophia,0.98,5134,16.53783333333333
projective,209,5,C,block1,think,think,julian,0.57,10171,7.32585
projective,209,6,C,block1,discover,discover,olivia,0.98,6943,7.32585
projective,209,7,C,block1,confirm,confirm,danny,0.03,6202,7.32585
projective,209,8,C,block1,hear,hear,emily,0.8,5505,7.32585
projective,209,9,MC,block1,MC,MC,hat,0.02,5026,7.32585
projective,209,10,C,block1,suggest,suggest,charley,0.12,8799,7.32585
projective,209,11,C,block1,inform,inform,emma,0.52,9007,7.32585
projective,209,12,C,block1,see,see,josie,0.97,5423,7.32585
projective,209,13,C,block1,confess,confess,frank,0.18,10192,7.32585
projective,209,14,MC,block1,MC,MC,pizza,0.49,6735,7.32585
projective,209,15,MC,block1,MC,MC,muffins,0.19,4571,7.32585
projective,209,16,C,block1,reveal,reveal,mary,0.21,4717,7.32585
projective,209,17,C,block1,demonstrate,demonstrate,josh,0.28,6574,7.32585
projective,209,18,C,block1,prove,prove,zoe,0.02,7482,7.32585
projective,209,19,MC,block1,MC,MC,ballet,0.02,4104,7.32585
projective,209,20,C,block1,pretend,pretend,isabella,0.04,9459,7.32585
projective,209,21,C,block1,admit,admit,grace,0.04,8071,7.32585
projective,209,22,MC,block1,MC,MC,kids,0.05,4647,7.32585
projective,209,23,C,block1,say,say,mia,0.07,5872,7.32585
projective,209,24,C,block1,know,know,owen,0.94,6367,7.32585
projective,209,25,C,block1,announce,announce,tony,0.23,5292,7.32585
projective,209,26,C,block1,be_right,be_right,jayden,0.48,5332,7.32585
projective,209,27,MC,block1,MC,MC,garage,0.09,4504,7.32585
projective,209,28,C,block1,be_annoyed,be_annoyed,jon,0.99,5148,7.32585
projective,209,29,C,block1,establish,establish,jackson,0.46,7216,7.32585
projective,209,30,C,block1,acknowledge,acknowledge,sophia,0.98,7406,7.32585
ai,209,32,C,block2,be_right,be_right,jayden,0.96,8340,7.32585
ai,209,33,MC,block2,MC,MC,pizza,0.98,3977,7.32585
ai,209,34,C,block2,demonstrate,demonstrate,josh,0.98,5882,7.32585
ai,209,35,C,block2,discover,discover,olivia,0.02,3611,7.32585
ai,209,36,C,block2,confirm,confirm,danny,1,6788,7.32585
ai,209,37,C,block2,pretend,pretend,isabella,0.02,7440,7.32585
ai,209,38,C,block2,see,see,josie,0.02,5831,7.32585
ai,209,39,C,block2,suggest,suggest,charley,0.98,6697,7.32585
ai,209,40,C,block2,acknowledge,acknowledge,sophia,0.02,3791,7.32585
ai,209,41,C,block2,admit,admit,grace,0.06,9168,7.32585
ai,209,42,C,block2,think,think,julian,0.04,3784,7.32585
ai,209,43,C,block2,know,know,owen,0.03,5495,7.32585
ai,209,44,C,block2,hear,hear,emily,0,4543,7.32585
ai,209,45,C,block2,say,say,mia,0.98,5775,7.32585
ai,209,46,C,block2,be_annoyed,be_annoyed,jon,0,3808,7.32585
ai,209,47,C,block2,reveal,reveal,mary,0.99,4632,7.32585
ai,209,48,MC,block2,MC,MC,ballet,0.98,7223,7.32585
ai,209,49,C,block2,announce,announce,tony,1,4688,7.32585
ai,209,50,C,block2,establish,establish,jackson,0.98,15531,7.32585
ai,209,51,C,block2,prove,prove,zoe,1,7800,7.32585
ai,209,52,MC,block2,MC,MC,kids,0.98,7288,7.32585
ai,209,53,C,block2,inform,inform,emma,0.03,9408,7.32585
ai,209,54,MC,block2,MC,MC,hat,0.99,4583,7.32585
ai,209,55,MC,block2,MC,MC,garage,1,5817,7.32585
ai,209,56,MC,block2,MC,MC,muffins,0.99,4192,7.32585
ai,209,57,C,block2,confess,confess,frank,0,8361,7.32585
projective,210,5,MC,block1,MC,MC,garage,0.17,6114,9.626783333333334
projective,210,6,C,block1,hear,hear,danny,1,4739,9.626783333333334
projective,210,7,MC,block1,MC,MC,muffins,0,3260,9.626783333333334
projective,210,8,C,block1,confirm,confirm,josh,0.09,8306,9.626783333333334
projective,210,9,C,block1,be_annoyed,be_annoyed,julian,1,25478,9.626783333333334
projective,210,10,C,block1,prove,prove,jon,0.21,8712,9.626783333333334
projective,210,11,MC,block1,MC,MC,hat,0,10174,9.626783333333334
projective,210,12,C,block1,say,say,grace,0,5442,9.626783333333334
projective,210,13,C,block1,admit,admit,josie,0.9,17862,9.626783333333334
projective,210,14,C,block1,establish,establish,charley,0.49,5310,9.626783333333334
projective,210,15,MC,block1,MC,MC,ballet,0,4224,9.626783333333334
projective,210,16,C,block1,pretend,pretend,olivia,0.04,13638,9.626783333333334
projective,210,17,C,block1,announce,announce,emma,0.66,33768,9.626783333333334
projective,210,18,C,block1,demonstrate,demonstrate,zoe,0.39,7282,9.626783333333334
projective,210,19,C,block1,suggest,suggest,mia,0,10840,9.626783333333334
projective,210,20,C,block1,be_right,be_right,mary,0.49,5060,9.626783333333334
projective,210,21,C,block1,discover,discover,jayden,0.93,30468,9.626783333333334
projective,210,22,C,block1,know,know,jackson,0.95,5739,9.626783333333334
projective,210,23,MC,block1,MC,MC,pizza,0,2722,9.626783333333334
projective,210,24,C,block1,acknowledge,acknowledge,emily,1,3675,9.626783333333334
projective,210,25,C,block1,think,think,sophia,0.19,14551,9.626783333333334
projective,210,26,MC,block1,MC,MC,kids,0,4411,9.626783333333334
projective,210,27,C,block1,inform,inform,frank,0.77,7671,9.626783333333334
projective,210,28,C,block1,reveal,reveal,tony,0.96,20136,9.626783333333334
projective,210,29,C,block1,confess,confess,isabella,0.96,5473,9.626783333333334
projective,210,30,C,block1,see,see,owen,0.97,12542,9.626783333333334
ai,210,32,MC,block2,MC,MC,hat,1,4574,9.626783333333334
ai,210,33,C,block2,demonstrate,demonstrate,zoe,0,8249,9.626783333333334
ai,210,34,C,block2,inform,inform,frank,0,13019,9.626783333333334
ai,210,35,MC,block2,MC,MC,muffins,1,3222,9.626783333333334
ai,210,36,C,block2,confess,confess,isabella,0.52,8500,9.626783333333334
ai,210,37,C,block2,admit,admit,josie,0.06,8000,9.626783333333334
ai,210,38,C,block2,hear,hear,danny,0,37967,9.626783333333334
ai,210,39,C,block2,reveal,reveal,tony,0.33,7006,9.626783333333334
ai,210,40,C,block2,acknowledge,acknowledge,emily,0,4184,9.626783333333334
ai,210,41,C,block2,suggest,suggest,mia,0.13,7172,9.626783333333334
ai,210,42,MC,block2,MC,MC,garage,1,17213,9.626783333333334
ai,210,43,C,block2,announce,announce,emma,0.44,6373,9.626783333333334
ai,210,44,MC,block2,MC,MC,ballet,1,2932,9.626783333333334
ai,210,45,C,block2,confirm,confirm,josh,0.67,4909,9.626783333333334
ai,210,46,C,block2,be_right,be_right,mary,0.66,5293,9.626783333333334
ai,210,47,C,block2,prove,prove,jon,0.6,11801,9.626783333333334
ai,210,48,C,block2,pretend,pretend,olivia,0.38,5709,9.626783333333334
ai,210,49,C,block2,think,think,sophia,0.45,5628,9.626783333333334
ai,210,50,C,block2,know,know,jackson,0,6874,9.626783333333334
ai,210,51,C,block2,be_annoyed,be_annoyed,julian,0,3598,9.626783333333334
ai,210,52,MC,block2,MC,MC,kids,1,4550,9.626783333333334
ai,210,53,C,block2,establish,establish,charley,0.75,8038,9.626783333333334
ai,210,54,MC,block2,MC,MC,pizza,1,2448,9.626783333333334
ai,210,55,C,block2,say,say,grace,0.93,4456,9.626783333333334
ai,210,56,C,block2,discover,discover,jayden,0,4754,9.626783333333334
ai,210,57,C,block2,see,see,owen,0,5162,9.626783333333334
projective,211,5,C,block1,think,think,sophia,0,7061,15.790166666666666
projective,211,6,C,block1,pretend,pretend,olivia,0,15349,15.790166666666666
projective,211,7,C,block1,confess,confess,jayden,0.01,12855,15.790166666666666
projective,211,8,MC,block1,MC,MC,kids,0,8681,15.790166666666666
projective,211,9,C,block1,be_right,be_right,frank,0.05,14125,15.790166666666666
projective,211,10,C,block1,confirm,confirm,mia,0.16,204079,15.790166666666666
projective,211,11,C,block1,acknowledge,acknowledge,charley,0.08,4267,15.790166666666666
projective,211,12,MC,block1,MC,MC,muffins,0.01,355631,15.790166666666666
projective,211,13,C,block1,announce,announce,owen,0.2,3895,15.790166666666666
projective,211,14,C,block1,know,know,josie,1,5904,15.790166666666666
projective,211,15,C,block1,reveal,reveal,isabella,1,3726,15.790166666666666
projective,211,16,C,block1,see,see,josh,1,3267,15.790166666666666
projective,211,17,C,block1,admit,admit,grace,0.12,5036,15.790166666666666
projective,211,18,C,block1,suggest,suggest,zoe,0,5679,15.790166666666666
projective,211,19,C,block1,hear,hear,mary,1,4882,15.790166666666666
projective,211,20,MC,block1,MC,MC,hat,0,3199,15.790166666666666
projective,211,21,C,block1,discover,discover,jackson,0.97,5541,15.790166666666666
projective,211,22,C,block1,establish,establish,julian,0.23,16620,15.790166666666666
projective,211,23,C,block1,demonstrate,demonstrate,emma,0.16,2297,15.790166666666666
projective,211,24,MC,block1,MC,MC,garage,0,2584,15.790166666666666
projective,211,25,C,block1,prove,prove,danny,0,2742,15.790166666666666
projective,211,26,C,block1,inform,inform,jon,0.9,3078,15.790166666666666
projective,211,27,MC,block1,MC,MC,pizza,0,2171,15.790166666666666
projective,211,28,C,block1,say,say,tony,0,3268,15.790166666666666
projective,211,29,C,block1,be_annoyed,be_annoyed,emily,1,5515,15.790166666666666
projective,211,30,MC,block1,MC,MC,ballet,0,2417,15.790166666666666
ai,211,32,C,block2,say,say,tony,0.66,4329,15.790166666666666
ai,211,33,C,block2,suggest,suggest,zoe,0.27,2471,15.790166666666666
ai,211,34,MC,block2,MC,MC,kids,1,2905,15.790166666666666
ai,211,35,C,block2,discover,discover,jackson,0.16,3522,15.790166666666666
ai,211,36,C,block2,announce,announce,owen,0.23,2251,15.790166666666666
ai,211,37,C,block2,know,know,josie,0.64,3848,15.790166666666666
ai,211,38,C,block2,think,think,sophia,0.17,1985,15.790166666666666
ai,211,39,C,block2,be_right,be_right,frank,0.25,3797,15.790166666666666
ai,211,40,MC,block2,MC,MC,hat,1,3337,15.790166666666666
ai,211,41,C,block2,reveal,reveal,isabella,0.31,2590,15.790166666666666
ai,211,42,C,block2,confess,confess,jayden,0.31,12717,15.790166666666666
ai,211,43,C,block2,confirm,confirm,mia,0.28,4039,15.790166666666666
ai,211,44,C,block2,inform,inform,jon,0.24,26231,15.790166666666666
ai,211,45,C,block2,acknowledge,acknowledge,charley,0.11,2305,15.790166666666666
ai,211,46,C,block2,admit,admit,grace,0.02,4292,15.790166666666666
ai,211,47,C,block2,pretend,pretend,olivia,0.23,1812,15.790166666666666
ai,211,48,C,block2,see,see,josh,0.19,14471,15.790166666666666
ai,211,49,C,block2,be_annoyed,be_annoyed,emily,0,3080,15.790166666666666
ai,211,50,MC,block2,MC,MC,muffins,1,2447,15.790166666666666
ai,211,51,C,block2,establish,establish,julian,0.12,2978,15.790166666666666
ai,211,52,MC,block2,MC,MC,garage,1,1882,15.790166666666666
ai,211,53,C,block2,prove,prove,danny,0.7,3734,15.790166666666666
ai,211,54,C,block2,hear,hear,mary,0.67,3390,15.790166666666666
ai,211,55,C,block2,demonstrate,demonstrate,emma,0.45,2148,15.790166666666666
ai,211,56,MC,block2,MC,MC,ballet,1,1571,15.790166666666666
ai,211,57,MC,block2,MC,MC,pizza,1,1707,15.790166666666666
ai,212,5,C,block1,know,know,owen,0,41523,16.039433333333335
ai,212,6,C,block1,establish,establish,mary,0.29,27261,16.039433333333335
ai,212,7,C,block1,prove,prove,jackson,0.55,31015,16.039433333333335
ai,212,8,MC,block1,MC,MC,kids,1,16270,16.039433333333335
ai,212,9,MC,block1,MC,MC,pizza,1,8825,16.039433333333335
ai,212,10,C,block1,see,see,emma,0.88,21472,16.039433333333335
ai,212,11,C,block1,be_annoyed,be_annoyed,jon,0,11994,16.039433333333335
ai,212,12,C,block1,discover,discover,danny,0.17,15432,16.039433333333335
ai,212,13,MC,block1,MC,MC,ballet,1,7884,16.039433333333335
ai,212,14,C,block1,hear,hear,charley,0.26,11289,16.039433333333335
ai,212,15,C,block1,demonstrate,demonstrate,olivia,0.59,16524,16.039433333333335
ai,212,16,MC,block1,MC,MC,garage,1,7996,16.039433333333335
ai,212,17,MC,block1,MC,MC,muffins,1,5660,16.039433333333335
ai,212,18,C,block1,acknowledge,acknowledge,frank,0,12496,16.039433333333335
ai,212,19,C,block1,reveal,reveal,isabella,0,13283,16.039433333333335
ai,212,20,MC,block1,MC,MC,hat,1,6089,16.039433333333335
ai,212,21,C,block1,confirm,confirm,grace,0.77,16680,16.039433333333335
ai,212,22,C,block1,pretend,pretend,sophia,0.16,18802,16.039433333333335
ai,212,23,C,block1,inform,inform,josie,0,12616,16.039433333333335
ai,212,24,C,block1,confess,confess,josh,0,13977,16.039433333333335
ai,212,25,C,block1,think,think,emily,0.5,14314,16.039433333333335
ai,212,26,C,block1,say,say,mia,0.05,12744,16.039433333333335
ai,212,27,C,block1,suggest,suggest,julian,0.92,10090,16.039433333333335
ai,212,28,C,block1,announce,announce,jayden,0.25,20756,16.039433333333335
ai,212,29,C,block1,admit,admit,tony,0.12,9114,16.039433333333335
ai,212,30,C,block1,be_right,be_right,zoe,0.81,11166,16.039433333333335
projective,212,32,MC,block2,MC,MC,muffins,0,9557,16.039433333333335
projective,212,33,MC,block2,MC,MC,ballet,0.24,13118,16.039433333333335
projective,212,34,C,block2,say,say,mia,0.9,11694,16.039433333333335
projective,212,35,C,block2,be_right,be_right,zoe,0.48,8303,16.039433333333335
projective,212,36,C,block2,confess,confess,josh,0.97,8306,16.039433333333335
projective,212,37,C,block2,see,see,emma,0.04,11504,16.039433333333335
projective,212,38,C,block2,pretend,pretend,sophia,0.29,12072,16.039433333333335
projective,212,39,C,block2,demonstrate,demonstrate,olivia,0.73,12704,16.039433333333335
projective,212,40,C,block2,acknowledge,acknowledge,frank,0.96,8356,16.039433333333335
projective,212,41,MC,block2,MC,MC,hat,0,6680,16.039433333333335
projective,212,42,C,block2,prove,prove,jackson,0.36,7456,16.039433333333335
projective,212,43,C,block2,discover,discover,danny,0.98,8568,16.039433333333335
projective,212,44,MC,block2,MC,MC,kids,0.33,11150,16.039433333333335
projective,212,45,C,block2,be_annoyed,be_annoyed,jon,1,5132,16.039433333333335
projective,212,46,C,block2,announce,announce,jayden,0.95,10678,16.039433333333335
projective,212,47,C,block2,suggest,suggest,julian,0.11,7318,16.039433333333335
projective,212,48,C,block2,inform,inform,josie,0.92,14528,16.039433333333335
projective,212,49,C,block2,admit,admit,tony,0.96,5408,16.039433333333335
projective,212,50,C,block2,hear,hear,charley,0.87,6418,16.039433333333335
projective,212,51,C,block2,establish,establish,mary,0.1,9384,16.039433333333335
projective,212,52,C,block2,reveal,reveal,isabella,0.89,10412,16.039433333333335
projective,212,53,MC,block2,MC,MC,garage,0,8286,16.039433333333335
projective,212,54,C,block2,think,think,emily,0.35,9516,16.039433333333335
projective,212,55,C,block2,confirm,confirm,grace,0.16,173712,16.039433333333335
projective,212,56,C,block2,know,know,owen,0.91,7328,16.039433333333335
projective,212,57,MC,block2,MC,MC,pizza,0.07,4762,16.039433333333335
projective,213,5,C,block1,think,think,charley,0.24,390995,8.297283333333333
projective,213,6,MC,block1,MC,MC,garage,0,2527,8.297283333333333
projective,213,7,C,block1,discover,discover,danny,0.29,1190,8.297283333333333
projective,213,8,C,block1,prove,prove,mia,0.69,1059,8.297283333333333
projective,213,9,C,block1,establish,establish,josie,0.23,1485,8.297283333333333
projective,213,10,C,block1,suggest,suggest,zoe,0.15,1594,8.297283333333333
projective,213,11,C,block1,confirm,confirm,sophia,0.8,3014,8.297283333333333
projective,213,12,C,block1,know,know,emma,0.27,1269,8.297283333333333
projective,213,13,C,block1,confess,confess,mary,0.96,2719,8.297283333333333
projective,213,14,C,block1,announce,announce,emily,0.86,2213,8.297283333333333
projective,213,15,MC,block1,MC,MC,kids,0,2103,8.297283333333333
projective,213,16,C,block1,be_right,be_right,jackson,0.6,1958,8.297283333333333
projective,213,17,MC,block1,MC,MC,muffins,0,1698,8.297283333333333
projective,213,18,C,block1,see,see,jayden,0.59,2035,8.297283333333333
projective,213,19,MC,block1,MC,MC,ballet,0,2322,8.297283333333333
projective,213,20,C,block1,acknowledge,acknowledge,jon,0.62,1283,8.297283333333333
projective,213,21,C,block1,admit,admit,owen,0.34,1319,8.297283333333333
projective,213,22,C,block1,reveal,reveal,julian,0.21,1286,8.297283333333333
projective,213,23,C,block1,inform,inform,josh,0.78,1760,8.297283333333333
projective,213,24,C,block1,say,say,frank,0.31,1610,8.297283333333333
projective,213,25,C,block1,pretend,pretend,grace,0.26,2524,8.297283333333333
projective,213,26,MC,block1,MC,MC,hat,0,1517,8.297283333333333
projective,213,27,C,block1,be_annoyed,be_annoyed,olivia,0.26,1473,8.297283333333333
projective,213,28,C,block1,hear,hear,tony,0.31,1286,8.297283333333333
projective,213,29,C,block1,demonstrate,demonstrate,isabella,0.67,1614,8.297283333333333
projective,213,30,MC,block1,MC,MC,pizza,0,1367,8.297283333333333
ai,213,32,C,block2,establish,establish,josie,0.2,1609,8.297283333333333
